id,profileName,text,date,title,rating,images,helpful,variant:
R18UIGLLZ93FFK,LoveyDovey,I am as beginner level as you can be and this book has propelled me in my Python journey.,"Reviewed in the United States on November 20, 2022",I have to give you your five stars,5.0 out of 5 stars,,0,
R24L09LBY2KAQS,Rohit kumar,Excellent product. No complaints. Even able to hold my Moto G Plus.,"Reviewed in the United States on November 15, 2022",Excellent,5.0 out of 5 stars,,0,
R258MAS7VA52I3,Schlermie,"I've been programming for over 40 years and programming Python intermittently for about 9. I’ve been through numerous programming books, college courses and online courses through the years, and this is one of the best. I picked up 𝘗𝘺𝘵𝘩𝘰𝘯 𝘊𝘳𝘢𝘴𝘩 𝘊𝘰𝘶𝘳𝘴𝘦 just for the section on writing & deploying Python web apps because I’ve never been able to get that to work, but this book was so well written, and I was picking up so many great tips, I ended up going through the whole thing from cover-to-cover. Now I’ve got multiple Python web apps deployed and working.

You don’t need any programming experience, and you don’t need a computer that’s preloaded with Python or a coding environment. All you need is fingers, eyeballs and a computer with Windows, MacOS or Linux. This book starts you from nothing, but if you go through every lesson, every exercise, every project and pay attention to the author’s advice, you’re going to come out a fairly decent software developer, capable of landing an entry-level software position. It’s fun too.

𝘗𝘺𝘵𝘩𝘰𝘯 𝘊𝘳𝘢𝘴𝘩 𝘊𝘰𝘶𝘳𝘴𝘦 starts you from nothing and walks you through the fundamentals of the Python language and popular modules. Then it ramps you up to building significant projects with step-by-step instructions. I had fun working my way through the project to develop a Space Invaders-like game. I haven’t written a game since I was a teenager. This book goes way beyond teaching you the Python programming language though. It coaches you through the many facets every software developer should know but might not know if you’re brand new to this stuff:

● Python installation to your computer (Windows, MacOS or Linux)
● Sublime Text editor installation for coding (I used MS Visual Studio Code instead.)
● Using Git for project version control
● Running programs from a terminal
● Commenting your code
● Styling your code
● Object oriented programming
● Using pip to download and install Python packages
● Importing and building modules
● Creating and using a Class
● Inheritance
● Decorators
● Exception handling
● Working with JSON and CSV data formats
● Using a web API
● Refactoring your code
● Testing your code with Unit Tests and Test Cases
● Planning a large software project and writing a spec
● Creating a game with Pygame
● Data visualization with Matplotlib and Plotly
● Writing web applications with Django
● Styling your web app with Bootstrap
● Creating and using a database with your web app
● User accounts and authentication in web apps
● Deploying your web app to Heroku so anyone on the internet can use it
● Writing secure code for use online
● Virtual environments
● How to think like a software developer
● Troubleshooting and debugging your code
● Getting help online through forums like StackOverflow when you’re stuck
● Text editors and IDEs

And this is just the second edition. I noticed the third edition of 𝘗𝘺𝘵𝘩𝘰𝘯 𝘊𝘳𝘢𝘴𝘩 𝘊𝘰𝘶𝘳𝘴𝘦 is coming out in January 2023 with updated code, practices and projects. If you want to learn about Python, or if you’re interested in learning to program from nothing, I highly recommend it.","Reviewed in the United States on October 29, 2022",One of the Best,5.0 out of 5 stars,,0,
R1MR1GB3L87WKT,Crafter,Clear explanations. Excellent TOC and Index. Go to more specialized books for GUI interfaces or panda.,"Reviewed in the United States on October 29, 2022",I consider the best book for learning Python.,5.0 out of 5 stars,,4,
R26F04RFCC7RO4,michael bouley,works good,"Reviewed in the United States on October 25, 2022",i got them,3.0 out of 5 stars,,0,
R3LP6EY1KOIKJQ,Amazon Customer,Brand new,"Reviewed in the United States on October 25, 2022",Good,5.0 out of 5 stars,,0,
R3MW6SA2FJP2X3,Scott,I used this to learn Python and I had great success. Sometimes you need to search online to expand your knowledge about a specific topic but overall a great well written book.,"Reviewed in the United States on October 8, 2022","Excellent book, easy to understand",5.0 out of 5 stars,,0,
R1DWU1V8ZDYVY8,Fil,"Overall good information, however I found less helpfull than looking up in Google.","Reviewed in the United States on September 30, 2022",Not up to date,2.0 out of 5 stars,,0,
R3GC0LRKLHQWLD,James Brumley,I haven't had time to sit down with this book other than a precursory glance through the chapters. Looks to be a decent reference and textbook.,"Reviewed in the United States on September 28, 2022",Looks good,5.0 out of 5 stars,,0,
R2JIYB55JXTT2U,Curtis May,"This book opens the door for many to learn and understand Python programing. I am a self-taught basic, C, and a few other programming languages and now Python. Love it.","Reviewed in the United States on September 19, 2022",Great book and very intuitive.,5.0 out of 5 stars,,0,
R2RV10HHZNVVQR,Marvin,"The programming concepts are very clear. Which are illustrated with good examples.
Also, the projects are very useful and practical. A good starting point for any programmer.
I use this book to teacher intro computer science.","Reviewed in the United States on September 3, 2022",Very good intro to python!,5.0 out of 5 stars,,0,
RSNHS52OU8KYE,Felipe Marin,Easy to understand and it has great projects!,"Reviewed in the United States on September 1, 2022",Good for begginers!,5.0 out of 5 stars,,0,
R38STMMJD5G6H8,Ryan,"The bad first; I had to get a replacement book. NOT because of shipping issues, because the back cover was smaller than the pages. The pages overlapped the back cover and the pages were getting hit on every surface I sat the book on. The replacement came in and it's beat up as well, which could have been shipping. At least the pages are fine. Since that's not the content I can't take away stars for a quality assurance issue.

The good; the book starts out as if you have no prior programming experience. Intermediate programmers this may not be the primer you're seeking. It's very high level, no real granularity to get you in the ground programming.

The odd; the author pushes the use of Sublime Text and then bounces from terminal to editor. The editor isn't an issue, but it's not free, it just contains an untimed trial. A license is $99(that's USD) which isn't worth it for a hobbyist. I'm not going to push off an editor or IDE, but there are dare I say better alternatives.

The WTH; I had seen reviews talking about politics 🙄 the two hyperlinks given at the beginning of the book are the authors github and the publishers website. Can't we grow up, if someone has a different view than you does that change the content? We can have different opinions and still like each other. The content is fine.

TL;DR: be careful book may arrive damaged. The content is great for the ABSOLUTE BEGINNER. I have yet to see the political views that some people are leaving poor reviews for.","Reviewed in the United States on August 20, 2022",Easy to Follow,5.0 out of 5 stars,"https://m.media-amazon.com/images/I/717dNZ8kljL.jpg
https://m.media-amazon.com/images/I/71ybu8YAmoL.jpg",3,
R16C88LXWTCYBV,Amazon Customer,all you need is this book and a computer and you will be on your way to learning Python code. it’s up to date AND totally worth the investment considering what Python code can earn you.,"Reviewed in the United States on August 19, 2022",this book!,5.0 out of 5 stars,,3,
R1ZH7MU0EEVO2K,J. A. Grogan,"Comprehensive and long Python Crash Course book. It's good for me but then I'm an experienced programmer and administration. I think it would be OK for a real beginning programmer too, but working through a book by rote is not going to really prepare them to be a good programmer. They'll learn python though.","Reviewed in the United States on August 15, 2022",Comprehensive and long Python Crash Course book,5.0 out of 5 stars,,0,
RI7U1CEPH3OFK,Dilipkumar Nair,This is a really very good book.,"Reviewed in the United States on August 15, 2022",Very good book.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71UhtGfYYGL.jpg,0,
R3RFGQLOHISBTT,Carlos Hernandez,"Heard a lot of good things about this book, finally decided to buy it! Came fast and I’m great condition.","Reviewed in the United States on August 8, 2022",Can’t wait to start learning Python,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71w4OWBpSrL.jpg,0,
R2WMQTPS6MY8FX,RJA,This is exactly what I was looking for. Easy and interesting method of learning python3. Highly recommended for those starting out or have not touched python for awhile.,"Reviewed in the United States on August 4, 2022",Easy to learn,5.0 out of 5 stars,,0,
R3V6UT7L8FYDGZ,pgmr,"I have read about 150 pages so far and am very pleased with ""Python Crash Course"". Organization is great in that subjects are introduced in a logical order. Instructions are clear and explanations are concise. The exercises are peppered throughout and allow you to practice what you've just read. At first I thought they were too repetitive but soon realized repetition is advantageous to imprinting new procedures on my brain.","Reviewed in the United States on August 2, 2022","Excellent organization, explanations, exercises",5.0 out of 5 stars,,0,
R15O6Z1KUKPZXU,JohnP,"Layout is great and I really liked the online helps .
I would like to see the book supplemented with a searchable digital copy also.
Maybe it has one and I just missed it in the resource page .
Author has a great view of the world and how to use Python !!!!","Reviewed in the United States on July 31, 2022",Great resource,5.0 out of 5 stars,,0,
R2YFF89XFS0HLC,Joshua Hanson,"Having failed multiple times to learn to code, I tried again with this book and had a breakthrough!

It starts from absolute zero - how to get python on your computer, and how to start with an IDE to write your code.

The examples are helpful and plenty of exercises help to cement the new topics.

I have not reached the projects in the back of the book yet, but it is a fantastic book to self teach.","Reviewed in the United States on July 25, 2022",From 0 to coder,5.0 out of 5 stars,,0,
R2S7PL9C71QA5O,Nestor,"Good book, I’m new, good projects","Reviewed in the United States on July 16, 2022","I learnt so much,",5.0 out of 5 stars,,0,
R3RO2NUP0TMOLD,satish,Best book to start learning python coding .,"Reviewed in the United States on July 6, 2022",Best book.,5.0 out of 5 stars,,0,
R33IQ865GYQLW0,Ivan Figueroa,"The book was perfect up until where you start making your own projects. I had been following along perfectly and learning a lot, and that made me very excited, however I am currently in the middle of the Alien invasion project and it's horrible. The author uses Pygame but does not explain any of the mechanisms of behind it at all and it sucks when you're copying code from a book that would not be able to replicate by yourself.","Reviewed in the United States on July 3, 2022",Disappointed,3.0 out of 5 stars,,3,
R1AN4VJP35IOY7,JW,Has the same amount of useful nformation as a 10 minute video on you tube.,"Reviewed in the United States on July 1, 2022",Save your money,1.0 out of 5 stars,,2,
R1KSCTF74ERIRL,John Doe,"This book would of been perfect if it weren't for errors in coding and pushy political views. In a book meant to help children, teens, and adults learn python; there's no need for politics.","Reviewed in the United States on June 24, 2022",Errors in code and pushes his political views to reader.,1.0 out of 5 stars,https://m.media-amazon.com/images/I/51Kbj1riuZL.jpg,3,
R2094KE773VVBP,Chase,Good for beginners,"Reviewed in the United States on June 20, 2022",Good book,5.0 out of 5 stars,,0,
RKH8L88XN5YRJ,Giordano Bruno,"Well explained Python basics. I am half through the book and loving it. I hated Python before this book arrived to my book shelf, so I changed my mind on it and started over. I have some previous Java experience, can guarantee you that Python is much easier.","Reviewed in the United States on June 18, 2022",Good introduction to Python,5.0 out of 5 stars,,0,
R16CGNBVZ08ILL,Nicholas Andresen,"This is the first book I used to learn Python, before I had any experience programming. While it is a thick book, the many examples and well-paced walkthrough from the basics to importing modules and creating a 2D game are great resources to gain comfort and muscle memory for writing code. This book helped me gain a foundation in code that prepared me to learn other programming languages like Javascript, C++, and C#. Overall, this would be a great first book for those interested in learning to code.","Reviewed in the United States on June 17, 2022","A great way to learn programming, not just Python",5.0 out of 5 stars,,2,
R1NX7AJM9XV7BQ,JD,"I was excited to receive this book and begin reading the text. In the first chapter they provide two links to navigate to for additional information. The link directs you to reading how the US is racist. The website goes on to provide BLM support and information. This was very disappointing. I don't like to have politics shoved down my throat. I'll be returning this item and will look for another company to do my business with.

- ""It is abundantly clear in the US, and in many places around the world, that those who have power are desperate to hold on to that power, and are willing to use force - ""any means necessary"" is an all too common phrase - to hold on to that power. And that force is disproportionally, to a mind-boggling degree, used against Black people, Indigenous people, and anyone who can be classified as a minority.""","Reviewed in the United States on June 16, 2022",Very Politically Aligned Company,1.0 out of 5 stars,,9,
R2BSEW0ZW1AQ1R,Out West,"Save your money! Another terrible book that wastes good paper using 450 pages of the 500 pages to show reader how to build some stupid program to demonstrate usage.

I don't need to know how to code a list of cars, weather, scores, etc. The important thing is 'how to code a list' not, the all details that go into the list

Perhaps even worse is most everything Amazon delivers STINKS from Perfume/Cologne that rubs onto my hands. I put this book into the Trash so quickly I almost tripped going out the door so fast to toss it...

It's no wonder Amazon no longer reveals internal pages in the Quick-Look!","Reviewed in the United States on June 5, 2022","Terrible Book - Wastes Time, Ink, Paper Codings Usless App's To Demonstrate Basic Stuff",1.0 out of 5 stars,,2,
R50VVJUQ1Q816,Ortega52,"I decided to buy the second edition of this book cause my son suddenly wanted to learn Python. He asked me if I could recommend a book, so I suggested Python Crash Course. We are on chapter 2, and noticed that the section on Combining Strings has been omitted on his second edition. It is not a deal breaker, but I wonder what else has changed/omitted from his Second edition. Perhaps, he mentions it down the road.","Reviewed in the United States on May 29, 2022",Too early for a 5 Star,3.0 out of 5 stars,,0,
R3M7CZWRT2CDVY,Jonathan,I'm not much of a reader but I think this is the only book that I've completely finished. I recommend it to everyone who wants to start in the world of programming,"Reviewed in the United States on May 13, 2022",Best 10/10,5.0 out of 5 stars,,0,
RQIC7YACLNTWK,Christopher Hatton,This book is perfect for beginners. Easy to understand text and examples. Great resource with great resources for the reader.,"Reviewed in the United States on May 11, 2022",Perfect for beginners!!,5.0 out of 5 stars,,0,
R1TZKBKTYDG8M8,Tim O,"I love this book. My fourth No Starch Press book and like the others, clear, concise, engaging and informative. Author Eric Matthes does a fine job of gently but effectively leading a newbie into the world of programming. I must also confess to loving the artwork and book design that marks a No Starch Press book. Thank You.","Reviewed in the United States on May 2, 2022",Great resource to start Python,5.0 out of 5 stars,,0,
RH6GMXKUJGT9Y,adam majewski,Absolutely getting bang for your buck here great read with a bunch of information.,"Reviewed in the United States on April 30, 2022",Great read,5.0 out of 5 stars,,0,
RSNHPQN13B5V2,Cici,"After buying several python book and taking several online tutorials that didn't work for me, I found this book. This book goes step by step into python concepts with examples and exercises. The answers are available online in case you need it.
I really recommend this book.","Reviewed in the United States on April 15, 2022",Great book for beginners,5.0 out of 5 stars,,0,
RDD5GCMAMAHAW,Jessica Mangiameli,"I took an online introduction class to Python and had a very hard time with it. I ordered this book after and was able to learn the basics of Python very quickly. It has short exercises throughout the chapters that really help you practice, maintain and build onto your Python skills. It’s very well written and easy to understand. I purchased my book a while ago and have had no issues with it falling apart.","Reviewed in the United States on April 15, 2022",Best Book for Python Beginners.,5.0 out of 5 stars,,0,
R3G4FHH2CNF8IF,Amazon Customer,Book's material is very easy to digest compared to other programming books. The way the author writes out the concepts are very relatable and the vocabulary used isn't trying to sound technical when not necessary. A+ in my book.,"Reviewed in the United States on April 15, 2022",Great book for a beginner,5.0 out of 5 stars,,0,
R13QOP9BA0YY3X,Kevin Broderick,"This book started my Python learning. I supplemented with online info as well as used a mobile app and online learning course.

Understand; programming can be hard but like anything, if you do it every day, you will love it. Don't force yourself and remember to take breaks. This book will get you into it!","Reviewed in the United States on April 10, 2022",Great for beginners,5.0 out of 5 stars,,0,
R2G9ICMSE4BNR6,Amazon Customer,"I love the breakdown of code fragments for tighter explanation. I do wish the index was better, but this book will make you competent.","Reviewed in the United States on March 31, 2022",Book is great,5.0 out of 5 stars,,0,
RMDJ2RBHVWEPO,LoneWolf,"This book if taken seriously will ingrain the basics into your head. The book might be for python beginneers but there is a lot to cover and many excercises to do. I am an intermediate level C programmer and compared to C, python is incredibly large but fun to learn. This book covers everything to get you going to more intermediate level programming.","Reviewed in the United States on March 24, 2022",Really good for learning Python. Well written and easy to follow examples.,5.0 out of 5 stars,,0,
R3BQEBQ1N7L0PL,No Comps,"The book lacks any depth or technicality whatsoever. The most basic coverage possible. Geared strictly towards the absolute beginner. If you have even the slightest knowledge of programming and/or python, this book offers virtually zero value.","Reviewed in the United States on March 23, 2022",Too basic,1.0 out of 5 stars,,0,
RZD3XWVKMJCN4,Ned Givens,Read and learn Python as I am studying Data Analytics. Have my newly bought Samsung tablet next to my laptop to work the examples. I am very pleased with this book. I highly recommend it.,"Reviewed in the United States on March 20, 2022",Great instruction for learning Python,5.0 out of 5 stars,,0,
R6AGIC0ET7ODL,Mark Oglesby,"Great book, taught me more than the college course I was taking.","Reviewed in the United States on March 14, 2022",Great book!,5.0 out of 5 stars,,0,
R21PDWNSRPOM7U,Justin,Its good to for what it says. When you are doing your own projects there are resources online and on youtube to help you solve troubleshooting problems when on your own.,"Reviewed in the United States on March 14, 2022",Its exactly as it says a project based learning system,5.0 out of 5 stars,,0,
R82LJGJFKCJPK,yifengrao,good,"Reviewed in the United States on March 9, 2022",good,5.0 out of 5 stars,,0,
R2B5M11EEQV23O,DJ,"I was disappointed in that it didn't have a lot of details. It certainly is not a reference guide or detailed - how-to book, but enough to get someone started with Python. After using the book one can just google more about the language to learn more.","Reviewed in the United States on March 4, 2022","Not very detail oriented, but enough to get someone started with Python",4.0 out of 5 stars,,0,
RUQGKISQYYZ26,Jason Guaschino,"Can’t recommend this book enough! In my opinion this is better then a college class, better then w3 schools, and better then codecademy! I feel like I’m learning and advancing so quickly with this book!","Reviewed in the United States on March 4, 2022",10/10 recommend,5.0 out of 5 stars,,0,
RDQJ54L3XITID,kamgrn,"I’m transitioning into a new role at work, and python is a requirement. I wasted many hours on 2 udemy courses and a different python book. Completely useless for a newbie to programming. And then I found this book! Lifesaver. It literally walks thru everything step by step and is in a language that Makes sense and doesn’t have that techie over the head jargon. I would recommend this book to ANYONE wanting to learn Python. I will definitely be looking for other books by this author. HIGHLY RECOMMENDED!","Reviewed in the United States on December 7, 2019",10 stars!!,5.0 out of 5 stars,,9,
R24RDSXIUT9JJ0,Brayden,This book starts you from the basics from installing python to writing your first program. i am a good couple chapters in and i love how it’s written. everything is clearly explained with diagrams to help you troubleshoot your programs. it also has included projects that teach you while you make something. the book encourages you to experiment with what it’s teaching you to learn. it really is a great book to help learn python and i highly recommend it.,"Reviewed in the United States on March 10, 2020",print(this is a great book to learn python),5.0 out of 5 stars,,0,
R7RXWHCLPYD0A,superthaix,"Fantastic book, especially for beginners. Actually the best book ever to learn Python. Clear and easy to understand. Everything is explained very well. Just to let you know I have read at least 50 other Python beginners books, and this is the champion. The problem is that 99% of the beginners books are written by experienced programmers who are unfortunately horrible teachers. This book is the exception and gives you more confidence that you can actually learn Python.","Reviewed in the United States on March 12, 2020",The champion!,5.0 out of 5 stars,,0,
R2I3F247RKM96Y,Rolands,"What I liked the most is the author is using very simple language and examples to explain concepts. Thanks to this book I realized that programming isn't so difficult as it initialy seems. Many other tutors fail to do that, they are giving very superficial theory and very hard tasks out from nowhere without explanation but not in this book! I strongly recommend the book to everyone who want to learn programming.","Reviewed in the United States on November 26, 2021",Amazing book!,5.0 out of 5 stars,,0,
R334PUAR7TVZ98,Helper,"If you like to understand what each command does in Python then this book is for you. A Python class can teach you how to write a project and as the project gets completed you get familiar with the different commands. I prefer learning a programming language by learning the language commands first and then putting them together to write an innovative program.
If you like that too then this book is for you.","Reviewed in the United States on February 16, 2021",Great Explanations,5.0 out of 5 stars,,0,
R1EV6SAJKQQ7P2,Gabi Q,"This book is awesome. The author does a great job explaining new concepts and showing examples that make it easy to understand. As the material gets harder, the author does an excellent job at reintroducing concepts learned in previous chapters to help you write better code. I would absolutely recommend this book to anyone wanting to get familiar with Python.","Reviewed in the United States on July 19, 2021",Worth it,5.0 out of 5 stars,,0,
RS44YIADR8SR9,"Michael, B","1st off is IMHO the book is outstanding and allot of time and thought went into it. I look forward more books by Eric.
2nd I had a problem with the binding coming off of the book and contacted No Starch Press. There definitely an outstanding company to work with and took care of the problem.

I'm very very happy with the author and publisher..............","Reviewed in the United States on September 15, 2020","Python Crash Course, 2nd Edition,",5.0 out of 5 stars,,0,
R3HO74VVOQZ5S0,Sam2013,"This book was amazing. Very easy to follow and understand. I think what I appreciate the most about it was the exercises that were frequently presented throughout the book. This gives you an opportunity to immediately practice the skills while they are fresh in your mind. The only way to really remember python syntax in my opinion is practice, so why not get started as soon as you learn it?","Reviewed in the United States on February 7, 2021","A great place to start learning python, regardless of prior knowledge in programming.",5.0 out of 5 stars,,0,
R3NLRILYEWQ1C0,Bill L.,"I already knew quite a bit of Python and Flask, but never quite made the jump to Django. It's such a useful framework, especially the Database setup and Admin console are such a huge advantage over Flask. I haven't dug much into the other sections, but this section was worth the price alone.","Reviewed in the United States on August 21, 2021",Just built my First Actual Django App,5.0 out of 5 stars,,0,
R1O6G0C2RLZ4A7,Caner,I think I recently had a chance to review many Python books and this one has by far the most efficient organization that teaches you the basics of coding with solid examples. The second part of the book consists of useful projects in which you literally use any single knowledge you gain in the first part.,"Reviewed in the United States on July 10, 2021",This book can teach anyone how to code!,5.0 out of 5 stars,,0,
R13H76YKLFOB8M,MJS,"The content of the book is great though I wish the font size was larger. The pacing of the course is perfect for me. No complaints regarding the content.

The lessons are in nice, bite sized chunks and work perfectly for me since I cannot sit down for long stretches but have to squeeze in some lessons and readings periodically over the course of the day.

<updated>","Reviewed in the United States on March 4, 2020","Content awesome, pacing awesome",5.0 out of 5 stars,,0,
R29EEH1B1YSTJM,Michael G. Myers,Python was a new language for me. I had programed primarily in C and then c#. Love python and this book is an excellent introduction to python. Every line of code for the projects is in the book and explained line by line. I recommend it even if you have no programing experience.,"Reviewed in the United States on November 13, 2020",Very easy to learn,5.0 out of 5 stars,,0,
R32FZYBRWTEXYB,agg_007,"This book will take you from zero to hero (well on the path to hero) in Python!

It covers how to get started with the downloading process all the way to pushing your very own web application online!
I can't recommend this book, or any of the other Matthes books, more!","Reviewed in the United States on June 9, 2021",The best way to get started in Python!,5.0 out of 5 stars,,0,
R6YCEBS8218BH,Sheldon,I plain and simply love this book. I own both digital copies of the first and second edition. As an educator in technology this is on my recommended reading list for students wanting to learn Python. I work in the Net DevOps space and the material here can be translated to infrastructure monitoring. GREAT READ!!!,"Reviewed in the United States on April 30, 2021",Skills to Everyday Python Projects for Everyday Python Programmers,5.0 out of 5 stars,,0,
R1ACGD2YJUMTXY,jabari Webster,I bought this book to teach myself python after learning C++ and its very understandable and easy to read. Everything it teaches is clear and precise so if you are learning for school or self teaching I recommend this book! Its so good I logged onto my account a 3AM in the morning to write a review! FR though this is a good book you won't regret it.,"Reviewed in the United States on May 26, 2020",GREAT for ANYBODY!,5.0 out of 5 stars,,0,
R1RSQ3HTS08EZ8,Theresa,"The book started off pretty easy and the author is true to his word about helping the student with questions as long as it is about something from his book.
I will say I found out though even though he book is meant for beginners and I am just a noob, I had some issues with sublime and found that using Anaconda much easier.","Reviewed in the United States on February 29, 2020",A good start,4.0 out of 5 stars,,0,
R6N56HM5VDALM,Klein,"I bought this for a friend as a gift, knowing the cover would fall off. It did.

It doesn't invalidate the book however.

My friend has learned quite a lot and enjoyed the book.

I bought this because it seemed like the best book on teaching python.","Reviewed in the United States on November 18, 2020",Cover WILL Fall Off,4.0 out of 5 stars,,0,
R3TFPJJ6JBHW3X,Janet Fenstermacher,"The only thing I have noticed so far is that the index pages in the back skip a few things. I believe a page was left out, I tried to look up integers and numbers, there is no M, N, and O in the index section. Very detailed on everything I have looked up so far and I am very happy with the book.","Reviewed in the United States on July 25, 2019",Very helpful with my class,4.0 out of 5 stars,,0,
R3UQ43IAKQTX1H,Amazon Customer,"I bought this for class and it’s pretty dang useful. It’s 99% non-political and just coding, but there’s definitely a push for making coding political in this book and his website. I just want to learn a new job","Reviewed in the United States on July 18, 2021",Good reference and beginner book - leave out the politics,4.0 out of 5 stars,,0,
R125H1VAOG2U9F,AmazonCustomer9348264,Book just arrived so I cannot comment on its content. Just wanted to confirm what others have said about the binding. You can already see the space between the cover and spine of the book. Maybe “no starch press” should change their name to “no glue press.”,"Reviewed in the United States on September 20, 2020",Terrible binding!,4.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/31KSTgx+lgL.jpg
https://images-na.ssl-images-amazon.com/images/I/51UKqAnA6lL.jpg",0,
RKEHMXEPTUKKK,Gloria J,The item was received in a timely manner and was as it was described. I have no major complaints at this time. Son purchased to enhance his career.,"Reviewed in the United States on June 4, 2021",Son purchased himself,4.0 out of 5 stars,,0,
RUPWBI6PBR7K1,S.M.Simmons,"Unfortunately I have to agree the glue at the base of the book, is not adhering to the pages.

Other wise great information, in a manageable, section read. That wants you to do the actual work. An not just read it.","Reviewed in the United States on February 7, 2020",This is a read an hands on approach book!,4.0 out of 5 stars,,0,
R12UPOAXGEHN75,MB16v,3rd day and the cover is already coming unglued. Hoping the content holds up. Odd that the publisher is called No Starch Press....maybe they need to use starch to glue their book together.,"Reviewed in the United States on August 3, 2020",No Starch Press with No Glue for the cover,4.0 out of 5 stars,https://images-na.ssl-images-amazon.com/images/I/61kriWuIRqL.jpg,0,
R1ZR32P7SN9AJ7,Jacob,"Content is really good. But as seen in other reviews, the glue holding the cover gives out and the cover falls off.","Reviewed in the United States on October 19, 2020",Don't judge a book by it's cover,4.0 out of 5 stars,,0,
R2IMNS4FEZRYY5,Jack,I am just beginning the book. It does seem promising.,"Reviewed in the United States on February 8, 2022",An interesting book,4.0 out of 5 stars,,0,
R3FR2QA3QN2GL2,Leon Schmidtman,Very good book. I highly recommend for beginners or advanced users that want an intro to Python. Is not too dumbed down or too hard to understand.,"Reviewed in the United States on December 27, 2019",Buy It,4.0 out of 5 stars,,0,
R15J0MY3JHCKBE,303Corey,"Like many others have said, the content is great, I liked the learning pace, but the outside cover of the book fell off after 2 weeks.","Reviewed in the United States on September 6, 2019","Great content, poor quality publishing",4.0 out of 5 stars,,0,
R3LQQXNFWS64SC,Mohamed Abd Al Aziz,Please learn me the tracking No.,"Reviewed in the United States on December 22, 2021",tracking no,4.0 out of 5 stars,,0,
R11WNT2O5D5ATB,Charlie,"Great beginner book,easy to understand, lots of examples, fun projects.
Great for kids, those real life applications is very inspiring.","Reviewed in the United States on June 5, 2020",Great for beginner,4.0 out of 5 stars,,0,
R2MBUVP8S88J0L,Charlie L,Very basic contents. Great for beginners.,"Reviewed in the United States on November 1, 2021",First Python book,4.0 out of 5 stars,,0,
R1QXR5HPJGZCQG,Zachary Dutton,I would strongly recommend this for beginners!,"Reviewed in the United States on October 28, 2020",Great Course,4.0 out of 5 stars,,0,
R1YNRIA9FSQ8DH,Amazon Customer,This was a gift for a school person,"Reviewed in the United States on October 7, 2020",Great gift,4.0 out of 5 stars,,0,
R1OD5S71G06SSB,Dan Hanson,"Edition 2 is cleaned up and better organized and focuses on Python 3 only (no reason to learn Python 2 anymore.) While it uses Python to teach you to code it also teaches clean programming skills that apply to most other languages.
The book is neatly broken down into two parts. The first half focuses on installing and using the Python language. It teaches using data, whiles, ifs, loops, accepting user input for interactivity – all the basic programming stuff.

The second part features three projects: a video game (like Space Invaders), data visualization techniques to make graphs and charts, and an interactive web application.
The book lists other online resources and has a well thought out Table of Contents and Index. Appendix A covers installation issues and troubleshooting on various platforms. Appendix B covers Text Editors including more on the recommended Sublime Text editor and Integrated Development Environments (IDE). Appendix C gives resources and ideas to take your coding beyond the book. The final Appendix shows how to use Git for version control in your programming.
It’s a great resource and not a surprise that so many copies have sold. Recommended.","Reviewed in the United States on June 3, 2019","Python, yes but the skills apply to other languages",4.0 out of 5 stars,,6,
R1UE6WOP54V09P,Erik T.,"This book came recommended in several searches on ""Best Python Book for EXPERIENCED programmers"". Simply put, while this book appears quite well written for complete novices who have never programmed in another language before, it's absolutely not suitable for experienced programmers who seek to learn Python.

I came expecting the first chapter to give me some clarity on the pros and cons of Anaconda vs. direct install of Python, which libraries were most essential, and advice on which of the several Python IDEs might best suit my circumstances. Instead I found a long section introducing the concept of what a text editor is, and an entire chapter introducing the concept of what a variable is.

I gave it 4 stars because the problem was with the advice I received, not with the author, who seems to have done an excellent job of writing a book for people with zero programming experience. For anyone else who shares my objectives, further research revealed that FLUENT PYTHON is probably the best book for those who have prior programming experience in other languages.","Reviewed in the United States on July 27, 2019",Absolutely NOT SUITABLE for experienced programmers!,4.0 out of 5 stars,,0,
RUMH7U5CISBL,dc rogers,"A great book to start learning python from scratch. I am hands on and thos book explains how things work, why things work, and allows you to put things into practice. It even touches on django, api, and python for web dev briefly towards the end and opens doors to so many other avenues. I do recommend and also to follow up with impractical python projects and/or automate the boring stuff by the same publisher.","Reviewed in the United States on October 17, 2019",Is Monty Aware?,4.0 out of 5 stars,,0,
R1F5GOWXPIL3JD,Mc,Purchased these book for my boy to get self knowledge on the pc technology and beyond,"Reviewed in the United States on May 31, 2021",Crash Course,4.0 out of 5 stars,,0,
RCSYMY3XZ8NGH,ムッシュおっさん,内容に関してはとても満足していますが、作りは雑で読んでいくうちにカバーがはがれてきます。,"Reviewed in Japan on January 4, 2021",内容はとても良い、作りは×,4.0 out of 5 stars,,2,
